#1_id	#2_content	#3_label
TRAIN_14844	مو تريدين حفلات	iraq
TRAIN_7015	عيدي مبارك فيك ياعيد الايام حلوه سنيني فيك ياعيد روحي	ksa
TRAIN_9279	انا لازم اتعرف علي الولا داا URL …	morocco
TRAIN_7216	لاء خلاص كده خلصت	egypt
TRAIN_11234	مفتخرين ولا شو السالفة وين الأجنبي الرابع	uae
TRAIN_14988	ايه ي عم انت في ايه مش كفايا مش عارف تعمل حاجه انا نيلت الموضوع اكتر خد بالك	tunisia
TRAIN_17757	ولي لازم تتزوج به ما هي صفاته ؟	algeria
TRAIN_2124	يالله لمإ تلاقي شخص يشبهك بحكيك بتفكيرك وحتى الاشياء اللي تحبها تحس ودك تدخله جواتك وتقوله انإ وياك “ ادمي واحد “ . *	ksa
TRAIN_9325	مسلسل the morning show عظيم بغباء والحلقة الأخيرة من السيزون الأول تحفة	egypt
TRAIN_6579	عاوز اخش اعمله ان فولو بس مكسل	tunisia
TRAIN_2497	استغفرالله العظيم مع وقت الصلاة جاني النوم انيهوو الشيطان	ksa
TRAIN_9718	يارب ارزقني دليل ع اني ماشيه صح ان سكتي نهايتها جبر ان تعبي مش هيروح هدر	egypt
TRAIN_14475	هذا لا قالك هامور	bahrain
TRAIN_696	بدوا علاج نفسي طويل حرام . . العمى ولو على الحقد والكره العمى	lebanon
TRAIN_2457	شعمتلي بش أنا نحبك . . شنوا عطيتني بش أنا نحبك . . شنوا قدمتلي بش أنا نحبك . . عطيتني روحك ، عطيتني قلبك . . تي لكل . . URL	tunisia
TRAIN_17821	USER عشان كده مقاطعة غدا لازم نسبة المشاهدة بالحضييض	algeria
TRAIN_18176	أصدق كلمة قالتها للطفل انه ابن ش * * فعلا انتي هيك ، من قليل راح اتزوج وحدة ثانية . URL …	jordan
TRAIN_14728	بكره الحساب يجمع	egypt
TRAIN_3292	ثار اي وانتم بتبيعوا فيها وفي اثارها	egypt
TRAIN_1944	انا متعود علي طبعه انا حافظه وخدت عليه ف زعلنا بعدي واطاوعه بحبه وهعمل ايه URL …	egypt
TRAIN_16760	تمر لحظة ورا لحظة انا وقلبي نتتظرك . .	morocco
TRAIN_12523	يامساء الانوار والكادي ارحبي	kuwait
TRAIN_11383	لا تخربي بين الكستمرس عيل ما من صالحش	oman
TRAIN_14051	اوكي اببغى وظيفه وكذا بس نفسي قبل الوظيفه ارتاح	ksa
TRAIN_6398	' مثلي \ ' مآشي \ ' خلصوآ ! آنآ آول و آخر ححبةة '	morocco
TRAIN_18500	زعمة تربح طونس ! !	tunisia
TRAIN_9193	حاضر يا ماما خشيت	libya
TRAIN_16132	' هل انتي بعقلك لما فكرتي انو فيه شخص بيبني مكان او اقرب ما يقال عنه \ ' سجن \ ' وبيجلس يكتب حكي على جدرانه بس عشان اثارة جدل بتويتر ؟ ! '	uae
TRAIN_6672	ليس أحسن من أن يكون لك سرعوفة تاع غنم وتسرح بيها وسط جبال الاوراس بعيدا عن ضوضاء المدينة . . رووعة	algeria
TRAIN_13898	هلا بيج بكركوك اذا جيتي	iraq
TRAIN_17131	أنشهد انك صاحب وحبيب ودنيا ثانيه لي	uae
TRAIN_14336	ايه ، أرسل لي مقطع ( ماركا ) بنزيما و شوستاكوفيتش ما حصلته ابدا	ksa
TRAIN_8596	نن هذا مكوناش حابينو راكم كبار	algeria
TRAIN_1834	أنا مع نظرية أن الإنسان اتولد إنسان و مع الوقت صار قرد URL …	libya
TRAIN_20517	يمدي يصيدونه لان اكيد بيفتشون كل شيء حتى مهملات المرحاض	ksa
TRAIN_4731	جعل السحاب اللي معه برق ورعود يمطر على دار وليفي سكنها	uae
TRAIN_3040	شو منتظره من شعب ناكر الجميل ومجلوء وبلا وفا . . ! !	lebanon
TRAIN_7513	I know بس ك كمبونيشن وشوية عسل معهم كثيير طعم خرافي	palestine
TRAIN_16556	ٳذا افترضنا بٲن الجهات المعنية غير قادرة على السيطرة وايقاف ٳنبعاثات السحب الدخانية ع الاقل خليها توزع كمامات الوجه URL	oman
TRAIN_18588	حكيها بحماس ليش بلا نفس	syria
TRAIN_11838	فعلا بيبي عنلاق	iraq
TRAIN_10256	تغريدة مفيدة رائعة يسلمو	yemen
TRAIN_9666	مبرووك يا دكتور صفوان الفوز وطالبينكم وتكفون تدعيم العالمي بلاعبين محليين مطلب جماهيري وانت وعبدالرحمن الحلافي كريمين والامة النصراوية تنتظر منكم الاخبار السارة طالبينكم وتكفون	syria
TRAIN_18400	يتعب إني شخص عصبي حتى على نفسي	kuwait
TRAIN_5179	متفكرنيش . . حاسبات ومعلومات وشغال سواق	egypt
TRAIN_6611	واحسن ما تعرفيهم	oman
TRAIN_13822	البلاستيك هحرقه ياموكا	egypt
TRAIN_15785	شايل بقلبي عليك لكن . . جدا أبيك	ksa
TRAIN_12293	متحمس كتير للتجمع يوم الجمعة	palestine
TRAIN_11012	#عزوز_هو_رئيسي لا لحكم العسكر هه URL	morocco
TRAIN_5345	اكيدولي الاغنية التالية هادي تع السرحاني ولا تيو تيو #MBCTheVoice	algeria
TRAIN_19025	انا قاعد على بابك الين تقول لي راضي تبيها عام ؟ او ليله ؟ تدلل ماورانا شي	uae
TRAIN_17378	احنا هالهواء ياشاكر الطاوله ياشاكر	uae
TRAIN_1890	اعطيك ليش ما اعطيك تعالي وابشري	ksa
TRAIN_14750	بالك في شئ قدامه مخليه متلبك ، توقعي	libya
TRAIN_2315	ركز يا معتز علي القضاة وقذاراتهم وخلي مشاهدينك يدعموك بتجاربهم الواقعية المثبتة لديهم وان اولهم .	syria
TRAIN_1231	الخوف كسر الركب يابن سلمانكو طاح حظك	iraq
TRAIN_20706	ألف لا باس عليك يا عبدالله وقدامك العافية إن شاء الله	ksa
TRAIN_20005	شتى وا جؤن ئه بيت	iraq
TRAIN_552	خليها تريب احسن	algeria
TRAIN_7038	خزاناتهم فرغت ، خزان النهضة مزال يجيب ، كل صوت ثمين ، كل صوت امانة Encore plus	tunisia
TRAIN_1973	جوال سماعه عصير بطاطس	ksa
TRAIN_15956	الوتر ي حلوين	egypt
TRAIN_19397	وزوجي رجل كبير بلسن وساتر عليه وهو لاحولة ولاقوة دخيل الله ودخيلكم ساعدونا لوجه الله تعالى والأنبياء واجركم عند الله تعالى والأنبياء لايضيع اتصال على الرقمين التالية +9647721858413 واتس آب +9647704096440 العراق / اربيل مجمع المهجرين بازار نشتيمان مقابل النافورة وقلعة اربيل	iraq
TRAIN_5311	USER عطني حبتين دونتز	ksa
TRAIN_2142	اذا جاتك افعى بتأكلينها وتمسحين على راسها ؟	ksa
TRAIN_8269	USER سيبهم ياخدو فرصتهم	oman
TRAIN_10537	بحكي لبابا : عيد سعيد و جيبتنا بمصاريك أسعد	qatar
TRAIN_7711	جاوت جوانة براكةم	iraq
TRAIN_4795	ماعليك زود وانت بخير وصحة وسلامة	ksa
TRAIN_14935	ميكرفونات النباء اوبنوراما والاحرار في بيانه الثاني ليلة البارح للواء السابع خير دليل ولغرض من التغريده دس السم في العسل والفتنه وتاجيج الرئي العام وخروج كمية الحقد الغير مسبوقه من هذا الافاق اكبر مهرج وبهلواني كيفه كيف الجظران لافرق بينهم	libya
TRAIN_20821	دخيلك لاتخليني على رفك أصير كتاب يمر الوقت وانا أسأل متى يارب تقراني . !	uae
TRAIN_10361	صورني وكأني ما أدري : - ) URL	ksa
TRAIN_17326	USER تعالواا لعرب فايتنغ #whataboutarabarmy	iraq
TRAIN_7139	مهما كنت متضايق وحزين تذكر إنه يوم وبيعدي ، عيش الرضا بقلبك وسلم أمرك لربك والله ماراح يخيبك . #تصويري URL	oman
TRAIN_11677	م يكفي ان مقهورة من النت تزيديني لان م اقدر اصوت . الروابط م تفتح URL	egypt
TRAIN_6473	وينها الاربعين حساب لم يظهر عندي شئ	algeria
TRAIN_10446	وردة بيعرضها لحجازى	iraq
TRAIN_17992	اه و الله URL …	egypt
TRAIN_3485	المفروض يحطونه بمتحف #جدعية ياابو تركي	ksa
TRAIN_14841	والله انتي المزيونه	ksa
TRAIN_7319	بهالاوقات نقول و بصوت عالي شكرا يا جملة ( ما عاد تسمح ) لنشر الراحة علي باقي مستنشقين الهواء العليل	iraq
TRAIN_3556	هةر ئةمة مابو URL	iraq
TRAIN_5118	مسلسل لا تطفئ الشمس دا أحلى مسلسل أنا شوفته بجد ومهما أتفرج عليه عمري ما بزهق وبعيط فيه كمية عياط محوشاها من سنة مثلا وبجد شكرا للي عمله	egypt
TRAIN_4255	شكرا يا خوي تسلم	oman
TRAIN_8768	يا عم قلبك ابيض	tunisia
TRAIN_17827	لا ما هي حلوة و كل حاجة بس لأ بردو	egypt
TRAIN_9717	مايصلحش نسميوه ميل ترو بالانجليزية	algeria
TRAIN_6124	انا كبرت علي المصايف انا عايز شهر عسل !	egypt
TRAIN_2913	#كيف_تعرف_انك_دلخ لما اشوف ٣ خيارات كيك في وجهي	ksa
TRAIN_3014	شالاي ' ' البوشماوي ' ' المستضيف للشيخ و غيرو هه	tunisia
TRAIN_18718	وعليكم السلام ورحمة الله وبركاته . نهارك طيب نهارك زين	algeria
TRAIN_13265	صعب تتكلم مه احد حراسته	yemen
TRAIN_13396	كل ما اشوفها اتذكر الرقصة : )	oman
TRAIN_1086	لا تخربونها ياخي	uae
TRAIN_10869	الدال مكسوره هسه يلا فهمت النص	iraq
TRAIN_20301	ربنا يرحمك يا حبيبي ياغالى URL	egypt
TRAIN_9734	يعم احا بقي انت كمان	egypt
TRAIN_9550	يمكن سعوديين بلوحات خليجية . . لا اسوي فيها صايد الجو	iraq
TRAIN_5692	— مب من الدولة هذا الي انا متاكد منه ، و ما ادري لو يبيعون نفسها هني : ( URL …	uae
TRAIN_11945	الفار الطباخ دا قلبي اويي	lebanon
TRAIN_4798	وهو ماصارله 16 سنه هو بدأ بالبرلمان من 2014	iraq
TRAIN_20792	انا قويت غياب كثيرين بس السؤال ليه غيابك هو الوحيد الي كسرني .	syria
TRAIN_10147	وين أيمم وجهي عنك وأنتحي به وأنت قبلة قلبي وأربع جهاتي ؟	uae
TRAIN_14758	لسه بنقول ايه اخر مره الدكاتره والظباط	egypt
TRAIN_11746	متى صير معنا مثل عروض دوله الكويت الله المستعان	oman
TRAIN_20531	مسافتو كانت طويلة والله	yemen
TRAIN_14673	ولا يدروا عن شي . امك كيووت	egypt
TRAIN_12952	باستوري يا فناان	oman
TRAIN_11380	اني هم ما نشرت URL …	iraq
TRAIN_1536	م كفايه مخرءه بقي منك ليه	egypt
TRAIN_1300	شكلك خايف تعتذر بعد كم يوم	bahrain
TRAIN_13119	هي التويت بس لاتذكر انو اليوم من 24 سنة نزلت اول حلقة friends واليوم حضرت اخر حلقة انا	syria
TRAIN_19330	هسة يصير مثل ديمبلي وفرمايلن يكضيها اصابات	iraq
TRAIN_10487	بلشت المنار تحطنا بالجو URL	lebanon
TRAIN_3225	#الاتحاد_النصر هاردلك لجماهيرنا العظيمة مبروك للنصر لا ننكر الإتحاد قدم مباراة كبيرة بس الحظ وقف لنا بالمرصاد حظ النصر كله اختصر في بلنتيين . . الحمدلله ع كل حال بعد يناير موعدنا لإتحاد جديد نتنفس معاه الفوز كما كنا سابقا والله اشتقنا	bahrain
TRAIN_17095	انا بس الي بضني ان ياسر ابراهيم منزلش	egypt
TRAIN_11888	واللي يعوز يجرحك تلاقيكي رايحاله ، ده انتي عليكي العجب وانا منك اتعلمت	egypt
TRAIN_13178	ي عم خير يمكن تلاقي حاجه مبتزهقش	tunisia
TRAIN_14250	' \ ' كسب \ ' المال في ليبيا . \ ' \ ' كيف إدير فلوس في ليبيا \ ' \ ' . . لا يعتمد على المهنية أو على المهارات التقنية أو . . URL '	libya
TRAIN_13457	ما بنكسر صابر لو فرصتي تمضي والحظ لو عاثر بصنع انا حظي لو تنثر احلامي برجع ارتبها لو تصعب ايامي بعيش أو مااحسبها	algeria
TRAIN_13681	والله الي فكر وجاب الباص وسووا جسر ذكي العراقيين ما ينغلبون	iraq
TRAIN_6791	كيف يتم انتخاب او تعيين هذا الرئيس زيد ليس كل الشعب لي راه مع ما تدعو اليه حتى الناس لي راهم في الحراك . . كاينين ضذ هذه المرحلة زيد على ذلك 8 أشهر و م مزال لم يتفق الحراك على شخصية واحدة . . كيفاش حبيت نديرو واحد كرئيس ؟ ؟	algeria
TRAIN_1830	الله يسلمك ونتي زادة	algeria
TRAIN_3771	بوعبدالله نسيبي فيه حراره من البارحه معذور	oman
TRAIN_7993	والله كنت ناوية كذا برحلتي كان نفسي امرها كذا بس واحد من الحسابات استشرته ونصحني مانسويها انها متعبة اللحين جد تحسفت يوم قريت كلامك انه عادي ممتع	ksa
